epoch,train_loss
1,0.6932210206985474
2,0.6861286268234253
3,0.6623003852367401
4,0.6329646495580673
5,0.6070073915719986
6,0.5742829045057297
7,0.5594122296571732
8,0.5364710818529129
9,0.5176258364915848
10,0.49220572304725646
11,0.4701632487773895
12,0.44798452186584475
13,0.42233314794301985
14,0.40297532907128336
15,0.3662164583802223
16,0.34545117801427844
17,0.30554492864012717
18,0.27764590266346934
19,0.24580955381691455
20,0.22050884222984313
21,0.20037265403568744
22,0.17900257241725923
23,0.14623187819868327
24,0.13230344393104315
25,0.12965026181191205
26,0.11079644382931292
27,0.11468023799173534
28,0.07623673324286938
29,0.06421771504636854
30,0.09293805772252381
31,0.07563611611258239
32,0.07093159868754446
33,0.06063868184247986
34,0.054040246882941574
35,0.049273304159287365
36,0.051062801066786054
37,0.039713769312016665
38,0.02665956299030222
39,0.01799879433886963
40,0.02996319130825577
41,0.03296352507395204
42,0.042042639411985876
43,0.03138856960600242
44,0.03292183246760396
45,0.04054307750542648
46,0.021937938192044384
47,0.011966562743473332
48,0.004089832151075825
49,0.0007428612528128725
50,0.0002809231740711766
