epoch,train_loss
1,0.6946394518017769
2,0.6937024481594563
3,0.693110391497612
4,0.69292863458395
5,0.6929055526852608
6,0.6926798410713673
7,0.6925634704530239
8,0.692470870912075
9,0.6922922991216183
10,0.6921132057905197
11,0.6919412761926651
12,0.6917255073785782
13,0.6914147660136223
14,0.6911409832537174
15,0.6907070092856884
16,0.6901401579380035
17,0.6894387267529964
18,0.6885378770530224
19,0.6874593272805214
20,0.6864894926548004
21,0.6852554902434349
22,0.6834301464259624
23,0.6821411661803722
24,0.6804032698273659
25,0.6787131503224373
26,0.6764438562095165
27,0.6740015521645546
28,0.6709105968475342
29,0.6672994904220104
30,0.6622625514864922
31,0.6563630253076553
32,0.6505923941731453
33,0.643951341509819
34,0.6376356109976768
35,0.6326283998787403
36,0.6266298778355122
37,0.6211320422589779
38,0.6222016960382462
39,0.624763697385788
40,0.6184290684759617
41,0.6156491041183472
42,0.6135299913585186
43,0.6020708940923214
44,0.6002704799175262
45,0.5963695868849754
46,0.5878398269414902
47,0.5835739597678185
48,0.5802727676928043
49,0.5782416500151157
50,0.5732649154961109
