epoch,train_loss
1,0.6937775583267212
2,0.6920969157218934
3,0.688108274936676
4,0.6805220932960511
5,0.6616424374580383
6,0.6378749799728394
7,0.6185263526439667
8,0.5991098124980927
9,0.5847406661510468
10,0.5606919536590577
11,0.5409278516769409
12,0.523494989156723
13,0.5105540695190429
14,0.5010831859111786
15,0.4760735237598419
16,0.45757128071784975
17,0.44475567269325256
18,0.42566228318214416
19,0.4026571252346039
20,0.38796246135234835
21,0.3608471343517303
22,0.346323405623436
23,0.3271587954759598
24,0.29639002740383147
25,0.27108554434776305
26,0.24757232570648194
27,0.2241799791455269
28,0.19551371687650682
29,0.17457117187976837
30,0.17448999112844468
31,0.15565352055430412
32,0.15480445849895477
33,0.11664884850382805
34,0.10120303736627102
35,0.08220300315320492
36,0.09508397867158055
37,0.08274509358406067
38,0.0519982362575829
39,0.09873998496681452
40,0.10850229504704476
41,0.08992112554609775
42,0.05714692017436027
43,0.04828026499412954
44,0.045730680294334886
45,0.038095531661063435
46,0.03331728261709213
47,0.04323736581020057
48,0.03509746283758432
49,0.01720835897885263
50,0.015091849236749113
